package,fun,coverage
anytime,rfc3339.POSIXt,1
anytime,setTZ,1
anytime,testFormat,1
anytime,testOutput,1
anytime,utcdate,1
anytime,utcdate.Date,1
anytime,utcdate.default,1
anytime,utcdate.factor,1
anytime,utcdate.POSIXt,1
anytime,utctime,1
anytime,yyyymmdd,1
anytime,NA,1
aod,aic,0.9230769230769231
aod,anova.glimML,1
aod,betabin,0.837037037037037
aod,donner,0.8787878787878788
aod,drs,1
aod,geeglm,0
aod,geese,0
aod,glimML,0.8617511520737328
aod,glimQL,0.9487179487179487
aod,iccbin,0.9487179487179487
aod,invlink,0.75
aod,link,0.75
aod,negbin,0.8467741935483871
aod,print.wald.test,0.48
aod,quasibin,0.9393939393939394
aod,quasipois,1
aod,raoscott,0.8840579710144928
aod,splitbin,0.8222222222222222
aod,summary.glimML,0.9642857142857143
aod,varbin,0.94
aod,wald.test,0.6896551724137931
arrangements,collect,1
arrangements,combinations,1
arrangements,compositions,1
arrangements,getnext,1
arrangements,icombinations,1
arrangements,icompositions,1
arrangements,initialize,0.967741935483871
arrangements,ipartitions,1
arrangements,ipermutations,1
arrangements,ncombinations,1
arrangements,ncompositions,1
arrangements,nextElem,1
arrangements,npartitions,1
arrangements,npermutations,1
arrangements,partitions,1
arrangements,permutations,1
arrangements,print,0
arrangements,reset,1
arrangements,validate_n_value,1
arrangements,NA,0.864704427405392
arules,.aremtypes,1
arules,.associationTidLists,0
arules,.barplot_horiz,1
arules,.barplot_vert,1
arules,.basicItemsetMeasures,0.8947368421052632
arules,.basicRuleMeasure,0.9764705882352941
arules,.combineMeta,0.7857142857142857
arules,.density_Matrix,1
arules,.getCounts,1
arules,.hyperConfidence,0.9
arules,.hyperLift,1
arules,.imbalance,0.8571428571428571
arules,.improvement,1
arules,.installed,1
arules,.is.subset_sparse,1
arules,.joinedList,0.6666666666666666
arules,.kulc,0.8333333333333334
arules,.list2ngCMatrix,0
arules,.list2object,0.75
arules,.maxConf,0.8333333333333334
arules,.random.transactions_agrawal,0.9
arules,.random.transactions_dependent,0
arules,.random.transactions_independent,0.625
arules,.read.PMML.arules,0.7142857142857143
arules,.rediscretizeDF,0.875
arules,.rhsSupport,0.7142857142857143
arules,.RLD,0.9444444444444444
arules,.rm.duplicates,0
arules,.translate_index,0.8333333333333334
arules,.types,1
arules,%ain%,1
arules,%oin%,1
arules,%pin%,1
arules,addAggregate,1
arules,addComplement,1
arules,affinity,1
arules,ANY,1
arules,APparameter,0.8333333333333334
arules,apriori,1
arules,AScontrol,0.5555555555555556
arules,ASparameter,0.8666666666666667
arules,associations,0.5
arules,associations#associations,0.6666666666666666
arules,character,0.6666666666666666
arules,coverage,1
arules,crossTable,1
arules,data.frame#transactions,0.8695652173913043
arules,DATAFRAME,1
arules,decode,1
arules,discretize,0.6956521739130435
arules,discretizeDF,0.9090909090909091
arules,dissimilarity,1
arules,eclat,0.9032258064516129
arules,ECparameter,0.8
arules,encode,1
arules,filterAggregate,0.9090909090909091
arules,generatingItemsets,1
arules,hits,0.75
arules,info,1
arules,info<-,0
arules,inspect,1
arules,interestMeasure,1
arules,is.closed,1
arules,is.maximal,1
arules,is.redundant,1
arules,is.significant,1
arules,is.subset,1
arules,is.superset,1
arules,itemFrequency,1
arules,itemFrequencyPlot,1
arules,itemInfo,1
arules,itemInfo<-,1
arules,itemIntersect,1
arules,itemLabels,1
arules,itemLabels<-,1
arules,itemMatrix,0.875
arules,itemMatrix#ANY#ANY#ANY,0.84
arules,itemMatrix#character,0.8095238095238095
arules,itemMatrix#itemMatrix,0.6551724137931034
arules,itemMatrix#list,0.7777777777777778
arules,itemMatrix#matrix,1
arules,itemMatrix#ngCMatrix,1
arules,itemMatrix#tidLists,0
arules,items,1
arules,items<-,0
arules,itemSetdiff,1
arules,itemsetInfo,1
arules,itemsetInfo<-,1
arules,itemsets,0.70625
arules,itemsets#ANY#ANY#ANY,0.8666666666666667
arules,itemsets#data.frame,0
arules,itemsets#itemsets,1
arules,itemUnion,1
arules,lhs,1
arules,lhs<-,0
arules,list,0.8461538461538461
arules,LIST,1
arules,list#APappearance,0.8157894736842105
arules,list#itemMatrix,0.6875
arules,list#tidLists,0
arules,matrix,0.6307692307692307
arules,matrix#itemMatrix,0.8
arules,ngCMatrix#itemMatrix,1
arules,nitems,1
arules,NULL#APappearance,1
arules,NULL#APcontrol,1
arules,NULL#ECcontrol,1
arules,numeric,0.46153846153846156
arules,plot.associations,0
arules,plot.itemMatrix,0
arules,quality,1
arules,quality<-,1
arules,random.patterns,0.96
arules,random.transactions,0.6666666666666666
arules,read.PMML,0.6
arules,read.transactions,0.7435897435897436
arules,recode,1
arules,rhs,1
arules,rhs<-,0
arules,ruleInduction,1
arules,ruleInduction.apriori,0.8235294117647058
arules,ruleInduction.index,0.9230769230769231
arules,ruleInduction.ptree,1
arules,ruleInduction.tidlists,0
arules,rules,0.8432432432432433
arules,rules#ANY#ANY#ANY,0.8666666666666667
arules,rules#data.frame,0.6
arules,rules#rules,1
arules,size,1
arules,summary.itemMatrix,1
arules,summary.itemsets,1
arules,summary.rules,1
arules,summary.tidLists,0
arules,summary.transactions,1
arules,support,1
arules,support.ptree,1
arules,support.tidlists,0.75
arules,support.tidlists.inR,0
arules,support.weighted,1
arules,supportingTransactions,1
arules,tidLists,0.46774193548387094
arules,tidLists#ANY#ANY#ANY,0.6
arules,tidLists#itemMatrix,0
arules,tidLists#list,0
arules,tidLists#matrix,1
arules,tidLists#ngCMatrix,1
arules,transactionInfo,1
arules,transactionInfo<-,1
arules,transactions,0.9404761904761905
arules,transactions#ANY#ANY#ANY,1
arules,transactions#data.frame,0.6363636363636364
arules,transactions#list,0.5555555555555556
arules,transactions#matrix,1
arules,weclat,0.9655172413793104
arules,write.PMML,0.6666666666666666
arules,NA,0.6300616197183099
assertive.properties,are_same_length,1
assertive.properties,are_same_length_legacy,0
assertive.properties,assert_all_are_same_length_legacy,0
assertive.properties,assert_any_are_same_length_legacy,0
assertive.properties,assert_are_same_length,1
assertive.properties,assert_has_all_attributes,1
assertive.properties,assert_has_any_attributes,1
assertive.properties,assert_has_colnames,1
assertive.properties,assert_has_cols,1
assertive.properties,assert_has_dimnames,1
assertive.properties,assert_has_dims,0
assertive.properties,assert_has_duplicates,1
assertive.properties,assert_has_elements,1
assertive.properties,assert_has_names,1
assertive.properties,assert_has_no_duplicates,0
assertive.properties,assert_has_rownames,1
assertive.properties,assert_has_rows,1
assertive.properties,assert_has_slot,0
assertive.properties,assert_have_same_dims,0
assertive.properties,assert_is_atomic,1
assertive.properties,assert_is_empty,1
assertive.properties,assert_is_monotonic_decreasing,1
assertive.properties,assert_is_monotonic_increasing,1
assertive.properties,assert_is_nested,1
assertive.properties,assert_is_non_empty,1
assertive.properties,assert_is_non_nested,1
assertive.properties,assert_is_non_scalar,0
assertive.properties,assert_is_not_null,1
assertive.properties,assert_is_null,1
assertive.properties,assert_is_of_dimension,1
assertive.properties,assert_is_of_length,1
assertive.properties,assert_is_recursive,1
assertive.properties,assert_is_scalar,1
assertive.properties,assert_is_unsorted,1
assertive.properties,assert_is_vector,1
assertive.properties,check_n,0.5
assertive.properties,DIM,1
assertive.properties,get_dim_string,1
assertive.properties,get_metric,0.75
assertive.properties,has_any_attributes,0.6666666666666666
assertive.properties,has_attributes,0.6666666666666666
assertive.properties,has_colnames,1
assertive.properties,has_cols,1
assertive.properties,has_dimnames,1
assertive.properties,has_dims,1
assertive.properties,has_duplicates,1
assertive.properties,has_elements,1
assertive.properties,has_names,0.8333333333333334
assertive.properties,has_no_attributes,0.75
assertive.properties,has_no_duplicates,1
assertive.properties,has_rownames,1
assertive.properties,has_rows,1
assertive.properties,has_slot,1
assertive.properties,have_same_dims,1
assertive.properties,is_atomic,1
assertive.properties,is_empty,1
assertive.properties,is_monotonic_decreasing,1
assertive.properties,is_monotonic_increasing,1
assertive.properties,is_nested,1
assertive.properties,is_non_empty,1
assertive.properties,is_non_nested,1
assertive.properties,is_non_scalar,1
assertive.properties,is_not_null,1
assertive.properties,is_null,1
assertive.properties,is_of_dimension,0.6923076923076923
assertive.properties,is_of_length,1
assertive.properties,is_recursive,1
assertive.properties,is_scalar,1
assertive.properties,is_unsorted,0.5833333333333334
assertive.properties,is_vector,1
assertive.properties,n_elements,1
assertive.types,%calls%,1
assertive.types,%fn_in%,1
assertive.types,assert_all_are_classes,1
assertive.types,assert_any_are_classes,0
assertive.types,assert_is_a_bool,1
assertive.types,assert_is_a_complex,1
assertive.types,assert_is_a_double,1
assertive.types,assert_is_a_number,1
assertive.types,assert_is_a_raw,1
assertive.types,assert_is_a_string,0
assertive.types,assert_is_all_of,1
assertive.types,assert_is_an_integer,1
assertive.types,assert_is_any_of,1
assertive.types,assert_is_array,1
assertive.types,assert_is_builtin_function,1
assertive.types,assert_is_call,1
assertive.types,assert_is_character,1
assertive.types,assert_is_closure_function,0
assertive.types,assert_is_complex,1
assertive.types,assert_is_condition,0
assertive.types,assert_is_data.frame,1
assertive.types,assert_is_data.table,1
assertive.types,assert_is_date,1
assertive.types,assert_is_double,1
assertive.types,assert_is_environment,1
assertive.types,assert_is_error,0
assertive.types,assert_is_expression,1
assertive.types,assert_is_externalptr,1
assertive.types,assert_is_factor,1
assertive.types,assert_is_formula,0
assertive.types,assert_is_function,1
assertive.types,assert_is_inherited_from,1
assertive.types,assert_is_integer,1
assertive.types,assert_is_internal_function,1
assertive.types,assert_is_language,1
assertive.types,assert_is_leaf,0
assertive.types,assert_is_list,1
assertive.types,assert_is_logical,1
assertive.types,assert_is_matrix,1
assertive.types,assert_is_message,0
assertive.types,assert_is_mts,0
assertive.types,assert_is_numeric,1
assertive.types,assert_is_one_sided_formula,0
assertive.types,assert_is_ordered,0
assertive.types,assert_is_pairlist,1
assertive.types,assert_is_posixct,0
assertive.types,assert_is_posixlt,0
assertive.types,assert_is_primitive,0
assertive.types,assert_is_qr,1
assertive.types,assert_is_raster,1
assertive.types,assert_is_raw,1
assertive.types,assert_is_ref_class_generator,0
assertive.types,assert_is_ref_class_object,0
assertive.types,assert_is_relistable,1
assertive.types,assert_is_s3_generic,0
assertive.types,assert_is_s3_group_generic,0
assertive.types,assert_is_s3_internal_generic,0
assertive.types,assert_is_s3_method,0
assertive.types,assert_is_s3_primitive_generic,1
assertive.types,assert_is_s4,1
assertive.types,assert_is_S4,0
assertive.types,assert_is_s4_group_generic,1
assertive.types,assert_is_simple_error,1
assertive.types,assert_is_simple_message,0
assertive.types,assert_is_simple_warning,0
assertive.types,assert_is_special_function,0
assertive.types,assert_is_stepfun,0
assertive.types,assert_is_symbol,1
assertive.types,assert_is_table,1
assertive.types,assert_is_tbl,1
assertive.types,assert_is_tbl_cube,0
assertive.types,assert_is_tbl_df,1
assertive.types,assert_is_tbl_dt,0
assertive.types,assert_is_try_error,1
assertive.types,assert_is_ts,1
assertive.types,assert_is_tskernel,0
assertive.types,assert_is_two_sided_formula,0
assertive.types,assert_is_warning,0
assertive.types,is_a_bool,0.8
assertive.types,is_a_complex,1
assertive.types,is_a_double,0.6
assertive.types,is_a_number,0.8
assertive.types,is_a_raw,0.8
assertive.types,is_a_string,0.8
assertive.types,is_an_integer,1
assertive.types,is_array,1
assertive.types,is_builtin_function,1
assertive.types,is_call,1
assertive.types,is_character,1
assertive.types,is_class,0.75
assertive.types,is_closure_function,1
assertive.types,is_complex,1
assertive.types,is_condition,0
assertive.types,is_data.frame,1
assertive.types,is_data.table,1
assertive.types,is_date,1
assertive.types,is_double,1
assertive.types,is_environment,1
assertive.types,is_error,1
assertive.types,is_expression,1
assertive.types,is_externalptr,1
assertive.types,is_factor,1
assertive.types,is_formula,1
assertive.types,is_function,1
assertive.types,is_inherited_from,1
assertive.types,is_integer,1
assertive.types,is_internal_function,1
assertive.types,is_language,1
assertive.types,is_leaf,1
assertive.types,is_list,1
assertive.types,is_logical,1
assertive.types,is_matrix,1
assertive.types,is_message,1
assertive.types,is_mts,1
assertive.types,is_numeric,1
assertive.types,is_one_sided_formula,0.6
assertive.types,is_ordered,1
assertive.types,is_pairlist,1
assertive.types,is_posixct,1
assertive.types,is_posixlt,0
assertive.types,is_primitive,1
assertive.types,is_qr,1
assertive.types,is_raster,1
assertive.types,is_raw,1
assertive.types,is_ref_class_generator,0
assertive.types,is_ref_class_object,0
assertive.types,is_relistable,1
assertive.types,is_s3_generic,0.5
assertive.types,is_s3_group_generic,0.6
assertive.types,is_s3_internal_generic,0.6
assertive.types,is_s3_method,0.1875
assertive.types,is_s3_primitive_generic,0.8
assertive.types,is_s4,1
assertive.types,is_S4,0
assertive.types,is_s4_group_generic,0.8888888888888888
assertive.types,is_simple_error,1
assertive.types,is_simple_message,1
assertive.types,is_simple_warning,1
assertive.types,is_special_function,1
assertive.types,is_stepfun,1
assertive.types,is_symbol,1
assertive.types,is_table,1
assertive.types,is_tbl,0.6666666666666666
assertive.types,is_tbl_cube,0
assertive.types,is_tbl_df,0.6666666666666666
assertive.types,is_tbl_dt,0
assertive.types,is_try_error,1
assertive.types,is_ts,0.8
assertive.types,is_tskernel,1
assertive.types,is_two_sided_formula,0.6
assertive.types,is_typeof_function,1
assertive.types,is_warning,1
assertthat,%||%,1
assertthat,%has_args%,1
assertthat,are_equal,1
assertthat,assert_that,1
assertthat,assertError,1
assertthat,check_result,0.5714285714285714
assertthat,fail_default,1
assertthat,get_message,1
assertthat,has_args,1
assertthat,has_attr,1
assertthat,has_extension,1
assertthat,has_name,1
assertthat,is_not,0
assertthat,is.count,1
assertthat,is.date,1
assertthat,is.dir,1
assertthat,is.error,1
assertthat,is.flag,1
assertthat,is.integerish,1
assertthat,is.named,1
assertthat,is.number,1
assertthat,is.readable,1
assertthat,is.scalar,1
assertthat,is.string,1
assertthat,is.time,1
assertthat,is.writeable,1
assertthat,logical_is_not,0
assertthat,noNA,1
assertthat,not_empty,1
assertthat,on_failure,1
assertthat,on_failure<-,1
assertthat,path_is_not,0
assertthat,see_if,1
assertthat,validate_that,1
attempt,attempt,1
attempt,discretly,0
attempt,finally,0
attempt,if_all,1
attempt,if_any,1
attempt,if_else,1
attempt,if_none,1
attempt,if_not,1
attempt,if_then,1
attempt,is_try_error,1
attempt,map_try_catch,1
attempt,map_try_catch_df,1
attempt,message_if,1
attempt,message_if_all,1
attempt,message_if_any,1
attempt,message_if_none,1
attempt,message_if_not,1
attempt,on_error,0
attempt,silently,1
attempt,stop_if,1
attempt,stop_if_all,1
attempt,stop_if_any,1
attempt,stop_if_none,1
attempt,stop_if_not,1
attempt,surely,1
attempt,try_catch,1
attempt,try_catch_builder,1
attempt,try_catch_df,1
attempt,try_catch_df_builder,1
attempt,warn_if,1
attempt,warn_if_all,1
attempt,warn_if_any,1
attempt,warn_if_none,1
attempt,warn_if_not,1
attempt,with_message,1
attempt,with_warning,1
attempt,without_message,1
attempt,without_warning,1
AUC,.confusionMatrix,1
AUC,.onAttach,1
AUC,accuracy,1
AUC,auc,0.7333333333333333
AUC,AUCNews,0
AUC,plot.AUC,0.64
AUC,roc,0.9090909090909091
AUC,sensitivity,1
AUC,specificity,1
automap,autofitVariogram,0.7127659574468085
automap,autoKrige,0.6333333333333333
automap,autoKrige.cv,0.8333333333333334
automap,autokrige.vgm.panel,1
automap,automapPlot,1
automap,checkIfautokrige.cv,0.4444444444444444
automap,compare.cv,0.8095238095238095
automap,create_new_data,0
automap,cv.compare.bubble,1
automap,cv.compare.ggplot,0
automap,plot.autofitVariogram,1
automap,plot.autoKrige,1
automap,plot.posPredictionInterval,0.7272727272727273
automap,posPredictionInterval,0.9333333333333333
automap,summary.autofitVariogram,0
automap,summary.autoKrige,1
automap,summary.autoKrige.cv,1
automap,summary.posPredictionInterval,1
backports,...elt,1
backports,...length,1
backports,.onUnload,0
backports,.valid.factor,1
backports,anyNA,1
backports,capture.output,0.6363636363636364
backports,dir.exists,1
backports,endsWith,1
backports,errorCondition,1
backports,file.info,1
backports,file.mode,1
backports,file.mtime,1
backports,file.size,1
backports,get_backports,0
backports,get0,1
backports,hasName,1
backports,import,0
backports,isFALSE,1
backports,isTRUE,1
backports,lengths,1
backports,startsWith,1
backports,strrep,1
backports,trimws,1
backports,URLencode,1
backports,warningCondition,1
backports,NA,0.9523809523809523
