package_name,function_name,is_typed
actuar,levgenbeta,TRUE
actuar,levgenpareto,TRUE
actuar,levinvburr,TRUE
actuar,levinvexp,FALSE
actuar,levinvgamma,TRUE
actuar,levinvgauss,TRUE
actuar,levinvGauss,FALSE
actuar,levinvparalogis,TRUE
actuar,levinvpareto,FALSE
actuar,levinvtrgamma,TRUE
actuar,levinvweibull,TRUE
actuar,levlgamma,TRUE
actuar,levlgompertz,FALSE
actuar,levllogis,TRUE
actuar,levlnorm,TRUE
actuar,levparalogis,TRUE
actuar,levpareto,TRUE
actuar,levpareto1,FALSE
actuar,levpareto2,FALSE
actuar,levpearson6,FALSE
actuar,levtrbeta,TRUE
actuar,levtrgamma,TRUE
actuar,levunif,TRUE
actuar,levweibull,TRUE
actuar,mbeta,TRUE
actuar,mburr,TRUE
actuar,mchisq,TRUE
actuar,mde,TRUE
actuar,mean.aggregateDist,TRUE
actuar,mean.grouped.data,TRUE
actuar,mexp,TRUE
actuar,mgamma,TRUE
actuar,mgenbeta,TRUE
actuar,mgenpareto,TRUE
actuar,mgfchisq,TRUE
actuar,mgfexp,TRUE
actuar,mgfgamma,TRUE
actuar,mgfgumbel,FALSE
actuar,mgfinvgamma,TRUE
actuar,mgfinvgauss,FALSE
actuar,mgfinvGauss,FALSE
actuar,mgfnorm,TRUE
actuar,mgfphtype,TRUE
actuar,mgfunif,TRUE
actuar,mgumbel,TRUE
actuar,minvburr,TRUE
actuar,minvexp,TRUE
actuar,minvgamma,TRUE
actuar,minvgauss,TRUE
actuar,minvGauss,FALSE
actuar,minvparalogis,TRUE
actuar,minvpareto,TRUE
actuar,minvtrgamma,TRUE
actuar,minvweibull,FALSE
actuar,mlgamma,TRUE
actuar,mlgompertz,TRUE
actuar,mllogis,TRUE
actuar,mlnorm,TRUE
actuar,mnorm,TRUE
actuar,mparalogis,TRUE
actuar,mpareto,TRUE
actuar,mpareto1,TRUE
actuar,mpareto2,FALSE
actuar,mpearson6,FALSE
actuar,mphtype,TRUE
actuar,mtrbeta,TRUE
actuar,mtrgamma,TRUE
actuar,munif,TRUE
actuar,mweibull,TRUE
actuar,normal,TRUE
actuar,npower,TRUE
actuar,ogive,FALSE
actuar,ogive.default,TRUE
actuar,ogive.grouped.data,TRUE
actuar,panjer,TRUE
actuar,pburr,TRUE
actuar,pgenbeta,TRUE
actuar,pgenpareto,TRUE
actuar,pgflogarithmic,FALSE
actuar,pgfztbinom,TRUE
actuar,pgfztnbinom,FALSE
actuar,pgfztpois,TRUE
actuar,pgumbel,TRUE
actuar,pinvburr,TRUE
actuar,pinvexp,TRUE
actuar,pinvgamma,TRUE
actuar,pinvgauss,TRUE
actuar,pinvparalogis,TRUE
actuar,pinvpareto,TRUE
actuar,pinvtrgamma,TRUE
actuar,pinvweibull,TRUE
actuar,plgamma,TRUE
actuar,plgompertz,FALSE
actuar,pllogis,TRUE
actuar,plogarithmic,TRUE
actuar,plot.adjCoef,TRUE
actuar,plot.aggregateDist,TRUE
actuar,plot.elev,TRUE
actuar,plot.ogive,TRUE
actuar,plot.ruin,TRUE
actuar,pparalogis,TRUE
actuar,ppareto,TRUE
actuar,ppareto1,TRUE
actuar,ppareto2,FALSE
actuar,ppearson6,FALSE
actuar,pphtype,TRUE
actuar,ppig,FALSE
actuar,ppoisinvgauss,TRUE
actuar,predict.bayes,TRUE
actuar,predict.bstraub,TRUE
actuar,predict.cm,TRUE
actuar,predict.hache,TRUE
actuar,predict.hierarc,TRUE
actuar,print.aggregateDist,FALSE
actuar,print.cm,FALSE
actuar,print.elev,FALSE
actuar,print.hache,FALSE
actuar,print.mde,FALSE
actuar,print.ogive,FALSE
actuar,print.portfolio,FALSE
actuar,print.summary.aggregateDist,FALSE
actuar,print.summary.cm,FALSE
actuar,print.summary.ogive,FALSE
actuar,ptrbeta,TRUE
actuar,ptrgamma,TRUE
actuar,pzmbinom,TRUE
actuar,pzmgeom,TRUE
actuar,pzmlogarithmic,TRUE
actuar,pzmnbinom,TRUE
actuar,pzmpois,TRUE
actuar,pztbinom,TRUE
actuar,pztgeom,TRUE
actuar,pztnbinom,TRUE
actuar,pztpois,TRUE
actuar,qburr,TRUE
actuar,qgenbeta,TRUE
actuar,qgenpareto,TRUE
actuar,qgumbel,TRUE
actuar,qinvburr,TRUE
actuar,qinvexp,TRUE
actuar,qinvgamma,TRUE
actuar,qinvgauss,TRUE
actuar,qinvparalogis,TRUE
actuar,qinvpareto,TRUE
actuar,qinvtrgamma,TRUE
actuar,qinvweibull,TRUE
actuar,qlgamma,TRUE
actuar,qlgompertz,FALSE
actuar,qllogis,TRUE
actuar,qlogarithmic,TRUE
actuar,qparalogis,TRUE
actuar,qpareto,TRUE
actuar,qpareto1,TRUE
actuar,qpareto2,FALSE
actuar,qpearson6,TRUE
actuar,qpig,FALSE
actuar,qpoisinvgauss,TRUE
actuar,qtrbeta,TRUE
actuar,qtrgamma,TRUE
actuar,quantile.aggregateDist,TRUE
actuar,quantile.grouped.data,TRUE
actuar,qzmbinom,TRUE
actuar,qzmgeom,TRUE
actuar,qzmlogarithmic,TRUE
actuar,qzmnbinom,TRUE
actuar,qzmpois,TRUE
actuar,qztbinom,TRUE
actuar,qztgeom,TRUE
actuar,qztnbinom,TRUE
actuar,qztpois,TRUE
actuar,rburr,FALSE
actuar,rcomphierarc,TRUE
actuar,rcompound,TRUE
actuar,rcomppois,TRUE
actuar,rgenbeta,FALSE
actuar,rgenpareto,FALSE
actuar,rgumbel,FALSE
actuar,rinvburr,FALSE
actuar,rinvexp,FALSE
actuar,rinvgamma,FALSE
actuar,rinvgauss,FALSE
actuar,rinvparalogis,FALSE
actuar,rinvpareto,FALSE
actuar,rinvtrgamma,FALSE
actuar,rinvweibull,FALSE
actuar,rlgamma,FALSE
actuar,rlgompertz,FALSE
actuar,rllogis,FALSE
actuar,rlogarithmic,TRUE
actuar,rmixture,TRUE
actuar,rparalogis,FALSE
actuar,rpareto,FALSE
actuar,rpareto1,FALSE
actuar,rpareto2,FALSE
actuar,rpearson6,FALSE
actuar,rphtype,TRUE
actuar,rpig,FALSE
actuar,rpoisinvgauss,TRUE
actuar,rtrbeta,FALSE
actuar,rtrgamma,FALSE
actuar,ruin,TRUE
actuar,rzmbinom,FALSE
actuar,rzmgeom,FALSE
actuar,rzmlogarithmic,FALSE
actuar,rzmnbinom,FALSE
actuar,rzmpois,FALSE
actuar,rztbinom,FALSE
actuar,rztgeom,FALSE
actuar,rztnbinom,TRUE
actuar,rztpois,FALSE
actuar,severity,FALSE
actuar,severity.default,TRUE
actuar,severity.portfolio,TRUE
actuar,simpf,FALSE
actuar,simS,TRUE
actuar,simul,TRUE
actuar,summary.aggregateDist,TRUE
actuar,summary.cm,TRUE
actuar,summary.elev,TRUE
actuar,summary.ogive,TRUE
actuar,TVaR,FALSE
actuar,unroll,TRUE
actuar,VaR,FALSE
actuar,VaR.aggregateDist,TRUE
actuar,weights.portfolio,TRUE
adabag,autoprune,FALSE
adabag,bagging,FALSE
adabag,bagging.cv,FALSE
adabag,boosting,FALSE
adabag,boosting.cv,FALSE
adabag,entropyEachTree.bagging,FALSE
adabag,errorevol,FALSE
adabag,importanceplot,FALSE
adabag,Margin.vote,FALSE
adabag,MarginOrderedPruning.Bagging,FALSE
adabag,margins,FALSE
adabag,OOBIndex,FALSE
adabag,plot.errorevol,FALSE
adabag,plot.margins,FALSE
adabag,predict.bagging,FALSE
adabag,predict.boosting,FALSE
adabag,predictOrderedAggregation.bagging,FALSE
adabag,select,FALSE
adabag,vote.bagging,FALSE
ADGofTest,ad.test,FALSE
ADGofTest,ad.test.pvalue,TRUE
ADGofTest,ad.test.statistic,TRUE
agricolae,AMMI,FALSE
agricolae,AMMI.contour,FALSE
agricolae,audpc,FALSE
agricolae,audps,FALSE
agricolae,bar.err,FALSE
agricolae,bar.group,FALSE
agricolae,BIB.test,FALSE
agricolae,carolina,FALSE
agricolae,consensus,FALSE
agricolae,correl,FALSE
agricolae,correlation,FALSE
agricolae,cv.model,FALSE
agricolae,cv.similarity,FALSE
agricolae,DAU.test,FALSE
agricolae,delete.na,FALSE
agricolae,design.ab,FALSE
agricolae,design.alpha,FALSE
agricolae,design.bib,FALSE
agricolae,design.crd,FALSE
agricolae,design.cyclic,FALSE
agricolae,design.dau,FALSE
agricolae,design.graeco,FALSE
agricolae,design.lattice,FALSE
agricolae,design.lsd,FALSE
agricolae,design.rcbd,FALSE
agricolae,design.split,FALSE
agricolae,design.strip,FALSE
agricolae,design.youden,FALSE
agricolae,diffograph,FALSE
agricolae,duncan.test,FALSE
agricolae,durbin.test,FALSE
agricolae,friedman,FALSE
agricolae,graph.freq,FALSE
agricolae,hcut,FALSE
agricolae,hgroups,FALSE
agricolae,HSD.test,FALSE
agricolae,index.AMMI,FALSE
agricolae,index.bio,FALSE
agricolae,index.smith,FALSE
agricolae,intervals.freq,FALSE
agricolae,join.freq,FALSE
agricolae,kendall,FALSE
agricolae,kruskal,FALSE
agricolae,kurtosis,FALSE
agricolae,lastC,FALSE
agricolae,lateblight,FALSE
agricolae,lineXtester,FALSE
agricolae,LSD.test,FALSE
agricolae,Median.test,FALSE
agricolae,montecarlo,FALSE
agricolae,nonadditivity,FALSE
agricolae,normal.freq,FALSE
agricolae,ogive.freq,FALSE
agricolae,order.group,FALSE
agricolae,orderPvalue,FALSE
agricolae,path.analysis,FALSE
agricolae,PBIB.test,FALSE
agricolae,plot.AMMI,FALSE
agricolae,plot.graph.freq,FALSE
agricolae,plot.group,FALSE
agricolae,polygon.freq,FALSE
agricolae,reg.homog,FALSE
agricolae,REGW.test,FALSE
agricolae,resampling.cv,FALSE
agricolae,resampling.model,FALSE
agricolae,scheffe.test,FALSE
agricolae,similarity,FALSE
agricolae,simulation.model,FALSE
agricolae,skewness,FALSE
agricolae,SNK.test,FALSE
agricolae,sp.plot,FALSE
agricolae,ssp.plot,FALSE
agricolae,stability.nonpar,FALSE
agricolae,stability.par,FALSE
agricolae,stat.freq,FALSE
agricolae,strip.plot,FALSE
agricolae,sturges.freq,FALSE
agricolae,summary.graph.freq,FALSE
agricolae,table.freq,FALSE
agricolae,tapply.stat,FALSE
agricolae,vark,FALSE
agricolae,waerden.test,FALSE
agricolae,waller,FALSE
agricolae,waller.test,FALSE
agricolae,weatherSeverity,FALSE
agricolae,zigzag,FALSE
alluvial,alluvial,TRUE
alluvial,alluvial_ts,TRUE
anytime,addFormats,TRUE
anytime,anydate,FALSE
anytime,anydate.Date,FALSE
anytime,anydate.default,TRUE
anytime,anydate.factor,TRUE
anytime,anydate.POSIXt,FALSE
anytime,anytime,FALSE
anytime,anytime_cpp,TRUE
anytime,anytime.Date,FALSE
anytime,anytime.default,TRUE
anytime,anytime.factor,FALSE
anytime,anytime.POSIXt,FALSE
anytime,assertDate,TRUE
anytime,assertTime,TRUE
anytime,fmt,FALSE
anytime,getFormats,TRUE
anytime,getTZ,TRUE
anytime,iso8601,FALSE
anytime,iso8601.Date,FALSE
anytime,iso8601.default,FALSE
anytime,iso8601.POSIXt,FALSE
anytime,isRStudio,FALSE
anytime,removeFormats,TRUE
anytime,rfc2822,FALSE
anytime,rfc2822.Date,FALSE
anytime,rfc2822.default,FALSE
anytime,rfc2822.POSIXt,FALSE
anytime,rfc3339,FALSE
anytime,rfc3339.Date,FALSE
anytime,rfc3339.default,FALSE
anytime,rfc3339.POSIXt,FALSE
anytime,setDebug,FALSE
anytime,setInitialTZ,TRUE
anytime,setMaxIntAsDate,FALSE
anytime,setMaxIntAsYYYYMMDD,FALSE
anytime,setTZ,FALSE
anytime,testFormat,FALSE
anytime,testFormat_impl,FALSE
anytime,testOutput,FALSE
anytime,testOutput_impl,FALSE
anytime,utcdate,FALSE
anytime,utcdate.Date,FALSE
anytime,utcdate.default,TRUE
anytime,utcdate.factor,FALSE
anytime,utcdate.POSIXt,FALSE
anytime,utctime,TRUE
anytime,yyyymmdd,FALSE
aod,AIC,TRUE
aod,anova,TRUE
aod,betabin,TRUE
aod,coef,FALSE
aod,deviance,TRUE
aod,df.residual,TRUE
aod,donner,FALSE
aod,fitted,FALSE
aod,iccbin,FALSE
aod,invlink,TRUE
aod,link,FALSE
aod,logLik,FALSE
aod,negbin,FALSE
aod,predict,FALSE
aod,print.wald.test,FALSE
aod,quasibin,FALSE
aod,quasipois,FALSE
aod,raoscott,FALSE
aod,residuals,FALSE
aod,splitbin,FALSE
aod,summary,FALSE
aod,varbin,FALSE
aod,vcov,FALSE
aod,wald.test,FALSE
arrangements,combinations,TRUE
arrangements,compositions,FALSE
arrangements,icombinations,TRUE
arrangements,icompositions,FALSE
arrangements,ipartitions,TRUE
arrangements,ipermutations,TRUE
arrangements,ncombinations,TRUE
arrangements,ncompositions,FALSE
arrangements,npartitions,TRUE
arrangements,npermutations,TRUE
arrangements,partitions,TRUE
arrangements,permutations,TRUE
arrangements,validate_n_value,TRUE
arules,%ain%,TRUE
arules,%in%,TRUE
arules,%oin%,TRUE
arules,%pin%,TRUE
arules,abbreviate,TRUE
arules,addAggregate,TRUE
arules,addComplement,TRUE
arules,affinity,TRUE
arules,aggregate,TRUE
arules,apriori,TRUE
arules,coverage,TRUE
arules,crossTable,TRUE
arules,DATAFRAME,TRUE
arules,decode,TRUE
arules,discretize,TRUE
arules,discretizeDF,TRUE
arules,dissimilarity,TRUE
arules,duplicated,TRUE
arules,eclat,TRUE
arules,encode,TRUE
arules,filterAggregate,TRUE
arules,generatingItemsets,TRUE
arules,hits,TRUE
arules,info,FALSE
arules,info<-,FALSE
arules,inspect,TRUE
arules,interestMeasure,TRUE
arules,intersect,FALSE
arules,is.closed,FALSE
arules,is.element,FALSE
arules,is.maximal,FALSE
arules,is.redundant,TRUE
arules,is.significant,TRUE
arules,is.subset,TRUE
arules,is.superset,TRUE
arules,itemFrequency,TRUE
arules,itemFrequencyPlot,TRUE
arules,itemInfo,TRUE
arules,itemInfo<-,TRUE
arules,itemIntersect,FALSE
arules,itemLabels,TRUE
arules,itemLabels<-,TRUE
arules,items,TRUE
arules,items<-,FALSE
arules,itemSetdiff,TRUE
arules,itemsetInfo,TRUE
arules,itemsetInfo<-,FALSE
arules,itemUnion,TRUE
arules,labels,TRUE
arules,lhs,TRUE
arules,lhs<-,FALSE
arules,LIST,TRUE
arules,match,TRUE
arules,merge,TRUE
arules,nitems,TRUE
arules,plot.associations,FALSE
arules,plot.itemMatrix,FALSE
arules,predict,FALSE
arules,quality,TRUE
arules,quality<-,TRUE
arules,random.patterns,FALSE
arules,random.transactions,FALSE
arules,read.PMML,FALSE
arules,read.transactions,FALSE
arules,recode,TRUE
arules,rhs,TRUE
arules,rhs<-,FALSE
arules,ruleInduction,TRUE
arules,ruleInduction.apriori,FALSE
arules,ruleInduction.index,FALSE
arules,ruleInduction.ptree,TRUE
arules,ruleInduction.tidlists,FALSE
arules,sample,TRUE
arules,setdiff,FALSE
arules,setequal,FALSE
arules,size,TRUE
arules,sort,TRUE
arules,subset,TRUE
arules,support,TRUE
arules,support.ptree,TRUE
arules,support.tidlists,FALSE
arules,support.tidlists.inR,FALSE
arules,support.weighted,FALSE
arules,supportingTransactions,FALSE
arules,tidLists,TRUE
arules,transactionInfo,TRUE
arules,transactionInfo<-,TRUE
arules,union,TRUE
arules,unique,TRUE
arules,weclat,FALSE
arules,write,FALSE
arules,write.PMML,FALSE
ash,ash1,TRUE
ash,ash2,TRUE
ash,bin1,TRUE
ash,bin2,TRUE
ash,center,TRUE
ash,nicerange,FALSE
assertive.properties,are_same_length,TRUE
assertive.properties,are_same_length_legacy,FALSE
assertive.properties,assert_all_are_same_length,FALSE
assertive.properties,assert_all_are_same_length_legacy,FALSE
assertive.properties,assert_any_are_same_length,FALSE
assertive.properties,assert_any_are_same_length_legacy,FALSE
assertive.properties,assert_are_same_length,FALSE
assertive.properties,assert_has_all_attributes,TRUE
assertive.properties,assert_has_any_attributes,TRUE
assertive.properties,assert_has_colnames,TRUE
assertive.properties,assert_has_cols,TRUE
assertive.properties,assert_has_dimnames,TRUE
assertive.properties,assert_has_dims,FALSE
assertive.properties,assert_has_duplicates,TRUE
assertive.properties,assert_has_elements,TRUE
assertive.properties,assert_has_names,TRUE
assertive.properties,assert_has_no_duplicates,FALSE
assertive.properties,assert_has_rownames,TRUE
assertive.properties,assert_has_rows,TRUE
assertive.properties,assert_has_slot,FALSE
assertive.properties,assert_have_same_dims,FALSE
assertive.properties,assert_is_atomic,TRUE
assertive.properties,assert_is_empty,FALSE
assertive.properties,assert_is_monotonic_decreasing,FALSE
assertive.properties,assert_is_monotonic_increasing,FALSE
assertive.properties,assert_is_nested,TRUE
assertive.properties,assert_is_non_empty,FALSE
assertive.properties,assert_is_non_nested,TRUE
assertive.properties,assert_is_non_scalar,FALSE
assertive.properties,assert_is_not_null,TRUE
assertive.properties,assert_is_null,TRUE
assertive.properties,assert_is_of_dimension,FALSE
assertive.properties,assert_is_of_length,TRUE
assertive.properties,assert_is_recursive,TRUE
assertive.properties,assert_is_scalar,FALSE
assertive.properties,assert_is_unsorted,TRUE
assertive.properties,assert_is_vector,TRUE
assertive.properties,check_n,TRUE
assertive.properties,DIM,TRUE
assertive.properties,get_dim_string,TRUE
assertive.properties,get_metric,TRUE
assertive.properties,has_any_attributes,TRUE
assertive.properties,has_attributes,TRUE
assertive.properties,has_colnames,FALSE
assertive.properties,has_cols,FALSE
assertive.properties,has_dimnames,FALSE
assertive.properties,has_dims,FALSE
assertive.properties,has_duplicates,FALSE
assertive.properties,has_elements,TRUE
assertive.properties,has_names,FALSE
assertive.properties,has_no_attributes,FALSE
assertive.properties,has_no_duplicates,FALSE
assertive.properties,has_rownames,FALSE
assertive.properties,has_rows,FALSE
assertive.properties,has_slot,TRUE
assertive.properties,have_same_dims,TRUE
assertive.properties,is_atomic,FALSE
assertive.properties,is_empty,TRUE
assertive.properties,is_monotonic_decreasing,FALSE
assertive.properties,is_monotonic_increasing,FALSE
assertive.properties,is_nested,FALSE
assertive.properties,is_non_empty,TRUE
assertive.properties,is_non_nested,FALSE
assertive.properties,is_non_scalar,FALSE
assertive.properties,is_not_null,TRUE
assertive.properties,is_null,TRUE
assertive.properties,is_of_dimension,FALSE
assertive.properties,is_of_length,TRUE
assertive.properties,is_recursive,TRUE
assertive.properties,is_scalar,TRUE
assertive.properties,is_unsorted,FALSE
assertive.properties,is_vector,FALSE
assertive.properties,n_elements,TRUE
assertive.types,%calls%,TRUE
assertive.types,%fn_in%,TRUE
assertive.types,assert_all_are_classes,TRUE
assertive.types,assert_any_are_classes,FALSE
assertive.types,assert_is_a_bool,TRUE
assertive.types,assert_is_a_complex,TRUE
assertive.types,assert_is_a_double,TRUE
assertive.types,assert_is_a_number,TRUE
assertive.types,assert_is_a_raw,TRUE
assertive.types,assert_is_a_string,FALSE
assertive.types,assert_is_all_of,TRUE
assertive.types,assert_is_an_integer,TRUE
assertive.types,assert_is_any_of,FALSE
assertive.types,assert_is_array,TRUE
assertive.types,assert_is_builtin_function,FALSE
assertive.types,assert_is_call,TRUE
assertive.types,assert_is_character,TRUE
assertive.types,assert_is_closure_function,FALSE
assertive.types,assert_is_complex,TRUE
assertive.types,assert_is_condition,FALSE
assertive.types,assert_is_data.frame,TRUE
assertive.types,assert_is_data.table,TRUE
assertive.types,assert_is_date,FALSE
assertive.types,assert_is_double,FALSE
assertive.types,assert_is_environment,TRUE
assertive.types,assert_is_error,FALSE
assertive.types,assert_is_expression,TRUE
assertive.types,assert_is_externalptr,TRUE
assertive.types,assert_is_factor,TRUE
assertive.types,assert_is_formula,FALSE
assertive.types,assert_is_function,TRUE
assertive.types,assert_is_inherited_from,TRUE
assertive.types,assert_is_integer,TRUE
assertive.types,assert_is_internal_function,FALSE
assertive.types,assert_is_language,TRUE
assertive.types,assert_is_leaf,FALSE
assertive.types,assert_is_list,TRUE
assertive.types,assert_is_logical,TRUE
assertive.types,assert_is_matrix,TRUE
assertive.types,assert_is_message,FALSE
assertive.types,assert_is_mts,FALSE
assertive.types,assert_is_name,TRUE
assertive.types,assert_is_numeric,TRUE
assertive.types,assert_is_one_sided_formula,FALSE
assertive.types,assert_is_ordered,FALSE
assertive.types,assert_is_pairlist,TRUE
assertive.types,assert_is_posixct,FALSE
assertive.types,assert_is_posixlt,FALSE
assertive.types,assert_is_primitive,FALSE
assertive.types,assert_is_qr,TRUE
assertive.types,assert_is_raster,TRUE
assertive.types,assert_is_raw,TRUE
assertive.types,assert_is_ref_class_generator,FALSE
assertive.types,assert_is_ref_class_object,FALSE
assertive.types,assert_is_relistable,TRUE
assertive.types,assert_is_s3_generic,FALSE
assertive.types,assert_is_s3_group_generic,FALSE
assertive.types,assert_is_s3_internal_generic,FALSE
assertive.types,assert_is_s3_method,FALSE
assertive.types,assert_is_s3_primitive_generic,FALSE
assertive.types,assert_is_s4,TRUE
assertive.types,assert_is_S4,FALSE
assertive.types,assert_is_s4_group_generic,FALSE
assertive.types,assert_is_simple_error,FALSE
assertive.types,assert_is_simple_message,FALSE
assertive.types,assert_is_simple_warning,FALSE
assertive.types,assert_is_special_function,FALSE
assertive.types,assert_is_stepfun,FALSE
assertive.types,assert_is_symbol,FALSE
assertive.types,assert_is_table,TRUE
assertive.types,assert_is_tbl,FALSE
assertive.types,assert_is_tbl_cube,FALSE
assertive.types,assert_is_tbl_df,TRUE
assertive.types,assert_is_tbl_dt,FALSE
assertive.types,assert_is_try_error,FALSE
assertive.types,assert_is_ts,TRUE
assertive.types,assert_is_tskernel,FALSE
assertive.types,assert_is_two_sided_formula,FALSE
assertive.types,assert_is_warning,FALSE
assertive.types,is_a_bool,FALSE
assertive.types,is_a_complex,FALSE
assertive.types,is_a_double,FALSE
assertive.types,is_a_number,FALSE
assertive.types,is_a_raw,FALSE
assertive.types,is_a_string,FALSE
assertive.types,is_an_integer,FALSE
assertive.types,is_array,FALSE
assertive.types,is_builtin_function,TRUE
assertive.types,is_call,FALSE
assertive.types,is_character,FALSE
assertive.types,is_class,FALSE
assertive.types,is_closure_function,TRUE
assertive.types,is_complex,TRUE
assertive.types,is_condition,FALSE
assertive.types,is_data.frame,TRUE
assertive.types,is_data.table,FALSE
assertive.types,is_date,TRUE
assertive.types,is_double,TRUE
assertive.types,is_environment,FALSE
assertive.types,is_error,TRUE
assertive.types,is_expression,FALSE
assertive.types,is_externalptr,FALSE
assertive.types,is_factor,FALSE
assertive.types,is_formula,TRUE
assertive.types,is_function,TRUE
assertive.types,is_inherited_from,FALSE
assertive.types,is_integer,TRUE
assertive.types,is_internal_function,TRUE
assertive.types,is_language,FALSE
assertive.types,is_leaf,FALSE
assertive.types,is_list,FALSE
assertive.types,is_logical,TRUE
assertive.types,is_matrix,FALSE
assertive.types,is_message,TRUE
assertive.types,is_mts,FALSE
assertive.types,is_name,FALSE
assertive.types,is_numeric,TRUE
assertive.types,is_one_sided_formula,TRUE
assertive.types,is_ordered,FALSE
assertive.types,is_pairlist,FALSE
assertive.types,is_posixct,TRUE
assertive.types,is_posixlt,FALSE
assertive.types,is_primitive,FALSE
assertive.types,is_qr,FALSE
assertive.types,is_raster,FALSE
assertive.types,is_raw,TRUE
assertive.types,is_ref_class_generator,FALSE
assertive.types,is_ref_class_object,FALSE
assertive.types,is_relistable,FALSE
assertive.types,is_s3_generic,TRUE
assertive.types,is_s3_group_generic,TRUE
assertive.types,is_s3_internal_generic,TRUE
assertive.types,is_s3_method,FALSE
assertive.types,is_s3_primitive_generic,TRUE
assertive.types,is_s4,FALSE
assertive.types,is_S4,FALSE
assertive.types,is_s4_group_generic,TRUE
assertive.types,is_simple_error,TRUE
assertive.types,is_simple_message,TRUE
assertive.types,is_simple_warning,TRUE
assertive.types,is_special_function,TRUE
assertive.types,is_stepfun,FALSE
assertive.types,is_symbol,FALSE
assertive.types,is_table,FALSE
assertive.types,is_tbl,TRUE
assertive.types,is_tbl_cube,FALSE
assertive.types,is_tbl_df,FALSE
assertive.types,is_tbl_dt,FALSE
assertive.types,is_try_error,TRUE
assertive.types,is_ts,FALSE
assertive.types,is_tskernel,FALSE
assertive.types,is_two_sided_formula,TRUE
assertive.types,is_typeof_function,TRUE
assertive.types,is_warning,TRUE
assertthat,%||%,TRUE
assertthat,%has_args%,TRUE
assertthat,%has_attr%,TRUE
assertthat,%has_name%,TRUE
assertthat,are_equal,TRUE
assertthat,assert_that,FALSE
assertthat,assertError,TRUE
assertthat,check_result,TRUE
assertthat,fail_default,FALSE
assertthat,get_message,TRUE
assertthat,has_args,TRUE
assertthat,has_attr,TRUE
assertthat,has_extension,FALSE
assertthat,has_name,FALSE
assertthat,is_not,FALSE
assertthat,is.count,TRUE
assertthat,is.date,TRUE
assertthat,is.dir,TRUE
assertthat,is.error,TRUE
assertthat,is.flag,TRUE
assertthat,is.integerish,TRUE
assertthat,is.named,FALSE
assertthat,is.number,TRUE
assertthat,is.readable,TRUE
assertthat,is.scalar,TRUE
assertthat,is.string,TRUE
assertthat,is.time,TRUE
assertthat,is.writeable,TRUE
assertthat,logical_is_not,FALSE
assertthat,noNA,TRUE
assertthat,not_empty,TRUE
assertthat,on_failure,TRUE
assertthat,on_failure<-,TRUE
assertthat,path_is_not,FALSE
assertthat,see_if,TRUE
assertthat,validate_that,FALSE
attempt,attempt,TRUE
attempt,discretly,FALSE
attempt,finally,FALSE
